source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified,ID_group,name_group,ID_technique,name_technique
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1189,Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,technique,[APT19](https://attack.mitre.org/groups/G0073) performed a watering hole attack on forbes.com in 2014 to compromise targets.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--478f7f77-6b6b-4949-ac87-f28419b5e2ab,17-Oct-18,25-Apr-19,G0073,APT19,T1189,Drive-by Compromise
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1027.013,Encrypted/Encoded File,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,technique,[APT19](https://attack.mitre.org/groups/G0073) used Base64 to obfuscate payloads.(Citation: FireEye APT19),relationship--59cccc5a-f6f9-4a2f-aa74-2b7235b1855c,17-Oct-18,11-Apr-24,G0073,APT19,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1564.003,Hidden Window,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,technique,[APT19](https://attack.mitre.org/groups/G0073) used <code>-W Hidden</code> to conceal [PowerShell](https://attack.mitre.org/techniques/T1059/001) windows by setting the WindowStyle parameter to hidden. (Citation: FireEye APT19),relationship--2e6e8722-d09d-402e-9ea8-ccf8412339d0,10-Oct-19,19-Apr-22,G0073,APT19,T1564.003,Hide Artifacts: Hidden Window
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,[APT19](https://attack.mitre.org/groups/G0073) attempted to get users to launch malicious attachments delivered via spearphishing emails.(Citation: FireEye APT19),relationship--b033e131-e448-46c6-815b-b86e4bd6d638,17-Oct-18,12-Mar-20,G0073,APT19,T1204.002,User Execution: Malicious File
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1112,Modify Registry,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,technique,[APT19](https://attack.mitre.org/groups/G0073) uses a Port 22 malware variant to modify several Registry keys.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--45f35ec0-73a8-42a6-b879-d800d27211c8,17-Oct-18,25-Apr-19,G0073,APT19,T1112,Modify Registry
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,[APT19](https://attack.mitre.org/groups/G0073) used PowerShell commands to execute payloads.(Citation: FireEye APT19),relationship--1219cbd2-26b8-4a2e-bbf1-477afc396203,17-Oct-18,25-Apr-19,G0073,APT19,T1059.001,Command and Scripting Interpreter: PowerShell
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,An [APT19](https://attack.mitre.org/groups/G0073) HTTP malware variant establishes persistence by setting the Registry key <code>HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Windows Debug Tools-%LOCALAPPDATA%\</code>.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--04558d61-aa04-46b5-a65f-921011ac9621,17-Oct-18,25-Apr-19,G0073,APT19,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1218.010,Regsvr32,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,technique,[APT19](https://attack.mitre.org/groups/G0073) used Regsvr32 to bypass application control techniques.(Citation: FireEye APT19),relationship--f832e042-6859-4415-9b6c-4e093dc955ec,17-Oct-18,20-Jun-20,G0073,APT19,T1218.010,System Binary Proxy Execution: Regsvr32
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1218.011,Rundll32,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,technique,[APT19](https://attack.mitre.org/groups/G0073) configured its payload to inject into the rundll32.exe.(Citation: FireEye APT19),relationship--3bcfc38f-5fe8-4c66-8352-d3ba71c4f3ec,17-Oct-18,25-Apr-19,G0073,APT19,T1218.011,System Binary Proxy Execution: Rundll32
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,[APT19](https://attack.mitre.org/groups/G0073) sent spearphishing emails with malicious attachments in RTF and XLSM formats to deliver initial exploits.(Citation: FireEye APT19),relationship--818b440b-075d-483d-83ff-9991a78e25f4,17-Oct-18,25-Apr-19,G0073,APT19,T1566.001,Phishing: Spearphishing Attachment
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1132.001,Standard Encoding,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,technique,An [APT19](https://attack.mitre.org/groups/G0073) HTTP malware variant used Base64 to encode communications to the C2 server.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--d1b46f3e-b25c-43c0-9ab2-ef6e5ff8270c,17-Oct-18,20-Mar-20,G0073,APT19,T1132.001,Data Encoding: Standard Encoding
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,[APT19](https://attack.mitre.org/groups/G0073) collected system architecture information. [APT19](https://attack.mitre.org/groups/G0073) used an HTTP malware variant and a Port 22 malware variant to gather the hostname and CPU information from the victim’s machine.(Citation: FireEye APT19)(Citation: Unit 42 C0d0so0 Jan 2016),relationship--c3d9182c-178b-4d8d-91d8-f4d1313738bb,17-Oct-18,25-Apr-19,G0073,APT19,T1082,System Information Discovery
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1016,System Network Configuration Discovery,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,technique,[APT19](https://attack.mitre.org/groups/G0073) used an HTTP malware variant and a Port 22 malware variant to collect the MAC address and IP address from the victim’s machine.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--322703cc-c8f9-4046-8a61-e165a2d11bc7,17-Oct-18,25-Apr-19,G0073,APT19,T1016,System Network Configuration Discovery
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1033,System Owner/User Discovery,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,technique,[APT19](https://attack.mitre.org/groups/G0073) used an HTTP malware variant and a Port 22 malware variant to collect the victim’s username.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--331ebf73-af72-4121-815a-d10392ac75ab,17-Oct-18,25-Apr-19,G0073,APT19,T1033,System Owner/User Discovery
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,[APT19](https://attack.mitre.org/groups/G0073) has obtained and used publicly-available tools like [Empire](https://attack.mitre.org/software/S0363).(Citation: NCSC Joint Report Public Tools)(Citation: FireEye APT19),relationship--e6b509c8-0e00-48ac-b76d-f42d18a0ae51,26-May-21,26-May-21,G0073,APT19,T1588.002,Obtain Capabilities: Tool
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,[APT19](https://attack.mitre.org/groups/G0073) used HTTP for C2 communications. [APT19](https://attack.mitre.org/groups/G0073) also used an HTTP malware variant to communicate over HTTP for C2.(Citation: FireEye APT19)(Citation: Unit 42 C0d0so0 Jan 2016),relationship--4a6c44ec-a1de-4fbc-88ef-d3003137a2fc,17-Oct-18,17-Mar-20,G0073,APT19,T1071.001,Application Layer Protocol: Web Protocols
G0073,APT19,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,group,uses,T1543.003,Windows Service,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,technique,An [APT19](https://attack.mitre.org/groups/G0073) Port 22 malware variant registers itself as a service.(Citation: Unit 42 C0d0so0 Jan 2016),relationship--4999a323-b025-4a1d-8c80-5ae36b2f5a0d,17-Oct-18,25-Apr-19,G0073,APT19,T1543.003,Create or Modify System Process: Windows Service
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1098.002,Additional Email Delegate Permissions,attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,technique,[APT28](https://attack.mitre.org/groups/G0007) has used a Powershell cmdlet to grant the <code>ApplicationImpersonation</code> role to a compromised account.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),relationship--c75b8dfa-5980-4686-9d74-b0c92ce60274,27-Jul-21,31-Aug-21,G0007,APT28,T1098.002,Account Manipulation: Additional Email Delegate Permissions
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1550.001,Application Access Token,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,technique,"[APT28](https://attack.mitre.org/groups/G0007) has used several malicious applications that abused OAuth access tokens to gain access to target email accounts, including Gmail and Yahoo Mail.(Citation: Trend Micro Pawn Storm OAuth 2017)",relationship--ae0b56df-e692-4210-85e4-8ded095cdbc3,4-Oct-19,20-Mar-20,G0007,APT28,T1550.001,Use Alternate Authentication Material: Application Access Token
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1560,Archive Collected Data,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,technique,[APT28](https://attack.mitre.org/groups/G0007) used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.(Citation: DOJ GRU Indictment Jul 2018),relationship--63ee7d80-372e-4841-87a4-825cb5dd7058,17-Oct-18,30-Mar-20,G0007,APT28,T1560,Archive Collected Data
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,"[APT28](https://attack.mitre.org/groups/G0007) has used a variety of utilities, including WinRAR, to archive collected data with password protection.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021)",relationship--90bb9179-c20a-4223-a177-731f015052aa,27-Jul-21,31-Aug-21,G0007,APT28,T1560.001,Archive Collected Data: Archive via Utility
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1119,Automated Collection,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,technique,[APT28](https://attack.mitre.org/groups/G0007) used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.(Citation: DOJ GRU Indictment Jul 2018),relationship--715d1910-181b-47a8-9b3c-86cba51b8ba4,17-Oct-18,9-Sep-19,G0007,APT28,T1119,Automated Collection
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1102.002,Bidirectional Communication,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,technique,[APT28](https://attack.mitre.org/groups/G0007) has used Google Drive for C2.(Citation: TrendMicro Pawn Storm Dec 2020),relationship--da759124-8047-4b58-b7d4-fa9300cb4ce1,13-Jan-21,19-Apr-21,G0007,APT28,T1102.002,Web Service: Bidirectional Communication
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1542.003,Bootkit,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,technique,[APT28](https://attack.mitre.org/groups/G0007) has deployed a bootkit along with [Downdelph](https://attack.mitre.org/software/S0134) to ensure its persistence on the victim. The bootkit shares code with some variants of [BlackEnergy](https://attack.mitre.org/software/S0089).(Citation: ESET Sednit Part 3),relationship--9e90e4a5-844c-4516-9044-6f35bbf27806,31-May-17,9-Sep-19,G0007,APT28,T1542.003,Pre-OS Boot: Bootkit
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1110,Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,technique,[APT28](https://attack.mitre.org/groups/G0007) can perform brute force attacks to obtain credentials.(Citation: TrendMicro Pawn Storm 2019)(Citation: TrendMicro Pawn Storm Dec 2020)(Citation: Microsoft Targeting Elections September 2020),relationship--fb719ee1-0be9-41c5-bb52-56c033091e99,13-Jan-21,24-Mar-21,G0007,APT28,T1110,Brute Force
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1070.001,Clear Windows Event Logs,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,technique,"[APT28](https://attack.mitre.org/groups/G0007) has cleared event logs, including by using the commands <code>wevtutil cl System</code> and <code>wevtutil cl Security</code>.(Citation: Crowdstrike DNC June 2016)(Citation: DOJ GRU Indictment Jul 2018)",relationship--4b8d211d-4969-4c0f-8b01-fd176c8172d1,31-May-17,18-Feb-20,G0007,APT28,T1070.001,Indicator Removal: Clear Windows Event Logs
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1078.004,Cloud Accounts,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,technique,[APT28](https://attack.mitre.org/groups/G0007) has used compromised Office 365 service accounts with Global Administrator privileges to collect email from user inboxes.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),relationship--72f52cf0-dc68-4a4b-8025-724b2691c449,26-Jul-21,26-Jul-21,G0007,APT28,T1078.004,Valid Accounts: Cloud Accounts
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1092,Communication Through Removable Media,attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef,technique,[APT28](https://attack.mitre.org/groups/G0007) uses a tool that captures information from air-gapped computers via an infected USB and transfers it to network-connected computer when the USB is inserted.(Citation: Microsoft SIR Vol 19),relationship--c569059f-8a7d-4777-a111-d3ab62d178ca,31-May-17,20-Dec-19,G0007,APT28,T1092,Communication Through Removable Media
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1546.015,Component Object Model Hijacking,attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae,technique,[APT28](https://attack.mitre.org/groups/G0007) has used COM hijacking for persistence by replacing the legitimate <code>MMDeviceEnumerator</code> object with a payload.(Citation: ESET Sednit Part 1)(Citation: ESET Zebrocy May 2019),relationship--54d3eadf-0363-47d1-b51d-a16d6a99c42e,31-May-17,20-Mar-20,G0007,APT28,T1546.015,Event Triggered Execution: Component Object Model Hijacking
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1589.001,Credentials,attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161,technique,[APT28](https://attack.mitre.org/groups/G0007) has harvested user's login credentials.(Citation: Microsoft Targeting Elections September 2020),relationship--05f6442b-1ba8-4356-9e3a-17edc6236a10,24-Mar-21,24-Mar-21,G0007,APT28,T1589.001,Gather Victim Identity Information: Credentials
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1030,Data Transfer Size Limits,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,technique,[APT28](https://attack.mitre.org/groups/G0007) has split archived exfiltration files into chunks smaller than 1MB.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),relationship--b4c27a33-0669-4b10-a801-eb81e3563260,27-Jul-21,27-Jul-21,G0007,APT28,T1030,Data Transfer Size Limits
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1213,Data from Information Repositories,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,technique,[APT28](https://attack.mitre.org/groups/G0007) has collected files from various information repositories.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),relationship--8d07ed87-6692-4010-8c94-c12cbf3885ca,27-Jul-21,27-Jul-21,G0007,APT28,T1213,Data from Information Repositories
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,"[APT28](https://attack.mitre.org/groups/G0007) has retrieved internal documents from machines inside victim environments, including by using [Forfiles](https://attack.mitre.org/software/S0193) to stage documents before exfiltration.(Citation: Überwachung APT28 Forfiles June 2015)(Citation: DOJ GRU Indictment Jul 2018)(Citation: TrendMicro Pawn Storm 2019)(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021)",relationship--73e0604a-2509-43a6-9318-a9494e570363,18-Apr-18,27-Jul-21,G0007,APT28,T1005,Data from Local System
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1039,Data from Network Shared Drive,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,technique,[APT28](https://attack.mitre.org/groups/G0007) has collected files from network shared drives.(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),relationship--41fd6ebb-4262-40f8-842e-ff583ff01500,27-Jul-21,27-Jul-21,G0007,APT28,T1039,Data from Network Shared Drive
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1025,Data from Removable Media,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,technique,An [APT28](https://attack.mitre.org/groups/G0007) backdoor may collect the entire contents of an inserted USB device.(Citation: Microsoft SIR Vol 19),relationship--78e8d9e6-48b7-473f-af94-43f626de7931,31-May-17,20-Dec-19,G0007,APT28,T1025,Data from Removable Media
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1140,Deobfuscate/Decode Files or Information,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,technique,An [APT28](https://attack.mitre.org/groups/G0007) macro uses the command <code>certutil -decode</code> to decode contents of a .txt file storing the base64 encoded payload.(Citation: Unit 42 Sofacy Feb 2018)(Citation: Palo Alto Sofacy 06-2018),relationship--921c2a85-eab7-4cfc-9ac5-98a463262c17,18-Apr-18,20-Mar-20,G0007,APT28,T1140,Deobfuscate/Decode Files or Information
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1583.001,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,technique,"[APT28](https://attack.mitre.org/groups/G0007) registered domains imitating NATO, OSCE security websites, Caucasus information resources, and other organizations.(Citation: FireEye APT28)(Citation: US District Court Indictment GRU Oct 2018)(Citation: Google TAG Ukraine Threat Landscape March 2022)",relationship--0d1605a9-9a62-401d-af07-84b481bddb66,2-Oct-20,26-Mar-23,G0007,APT28,T1583.001,Acquire Infrastructure: Domains
G0007,APT28,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,group,uses,T1189,Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,technique,[APT28](https://attack.mitre.org/groups/G0007) has compromised targets via strategic web compromise utilizing custom exploit kits.(Citation: Secureworks IRON TWILIGHT Active Measures March 2017) [APT28](https://attack.mitre.org/groups/G0007) used reflected cross-site scripting (XSS) against government websites to redirect users to phishing webpages.(Citation: Leonard TAG 2023),relationship--51fcdcd6-9c5a-425a-ab87-92d4faeb2ea4,28-Feb-22,1-Mar-24,G0007,APT28,T1189,Drive-by Compromise
